Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
8,19,2,6,1,0,11,Ahmedabad,GE T&D India Limited,501,7.9,3957.9
14,23,0,15,1,0,1,Kolkata,GE T&D India Limited,413,8.7,3593.1
14,23,0,21,1,0,12,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,480,9.2,4416
6,23,1,18,1,0,4,Dahej,Bonfiglioli Transmission Pvt. Ltd.,432,7.6,3283.2
5,17,0,7,1,0,8,Nagpur,Reliance Power,411,8.9,3657.9
17,23,2,5,1,0,11,Mumbai,Sunil Hitech Eng,451,9.2,4149.2
23,23,1,10,12,0,9,Dahej,Indowind Energy,500,7.6,3800
19,23,2,8,1,0,12,Gurgaon,Power Grid Corp,590,8.3,4897
21,22,0,3,1,0,5,Dahej,CESC,462,7.6,3511.2
8,23,0,15,1,0,8,Chennai,Sterlite Power Transmission Ltd,537,8.8,4725.6
11,22,0,6,12,0,2,New Delhi,Sunil Hitech Eng,332,8.5,2822
10,22,1,12,1,0,10,Faridabad,NTPC Pvt. Ltd.,533,8.1,4317.3
13,23,0,4,1,0,2,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,252,7.9,1990.8
19,22,1,3,1,0,10,Dahej,Sunil Hitech Eng,512,7.6,3891.2
22,23,3,11,1,0,5,Noida,Kalpataru Power,483,8.2,3960.6
14,22,3,9,1,0,9,Dahej,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",541,7.6,4111.6
22,23,2,12,1,0,1,Shimla,JSW Energy Ltd.,480,7.7,3696
6,19,1,15,1,0,8,Noida,Sunil Hitech Eng,297,8.2,2435.4
21,23,3,19,1,0,9,Kolkata,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,535,8.7,4654.5
7,23,2,8,7,0,5,Mumbai,Jaiprakash Power,530,9.2,4876
23,22,1,12,1,0,9,Nagpur,JSW Energy Ltd.,544,8.9,4841.6
20,22,1,8,1,0,12,Kolkata,Sunil Hitech Eng,427,8.7,3714.9
16,22,0,19,1,0,2,Navi Mumbai,KEC International,344,9.3,3199.2
7,21,2,17,1,0,11,Hyderabad,Unitech Power Transmission Ltd.,393,8.4,3301.2
17,22,2,13,1,0,6,Kolkata,Indowind Energy,663,8.7,5768.1
6,20,1,8,1,0,7,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,255,8.1,2065.5
7,20,0,22,1,0,1,Shimla,JSW Energy Ltd.,352,7.7,2710.4
21,22,1,3,1,0,11,Gurgaon,CESC,511,8.3,4241.3
16,23,0,14,1,0,7,Kolkata,Sunil Hitech Eng,535,8.7,4654.5
10,20,3,22,1,0,9,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),449,8.3,3726.7
14,23,0,18,1,0,12,Navi Mumbai,Guj Ind Power,524,9.3,4873.2
14,23,1,18,1,0,6,Ratnagiri,SJVN Ltd.,474,7.4,3507.6
9,20,3,16,1,0,11,Vadodara,GE T&D India Limited,616,7.8,4804.8
14,22,3,16,1,0,7,Hyderabad,Tata Power Company Ltd.,504,8.4,4233.6
12,23,1,8,1,0,11,Nagpur,Sunil Hitech Eng,368,8.9,3275.2
19,22,2,19,1,0,9,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,678,8.8,5966.4
8,19,1,9,1,0,11,Gurgaon,NLC India,358,8.3,2971.4
23,23,2,10,1,0,12,Nagpur,Guj Ind Power,713,8.9,6345.7
9,18,1,14,1,0,8,Vadodara,Unitech Power Transmission Ltd.,306,7.8,2386.8
7,18,1,22,1,0,9,Ahmedabad,Kalpataru Power,489,7.9,3863.1
11,22,2,4,1,0,11,New Delhi,GE T&D India Limited,296,8.5,2516
19,22,1,5,12,0,2,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,401,9.3,3729.3
19,23,1,10,1,0,5,Gurgaon,CESC,589,8.3,4888.7
14,23,0,20,1,0,10,Ahmedabad,KEC International,662,7.9,5229.8
23,22,3,7,1,0,8,Kolkata,Optibelt Power Transmission India Private Limited,479,8.7,4167.3
17,22,1,15,1,0,8,New Delhi,KEC International,471,8.5,4003.5
11,22,0,5,1,0,11,Faridabad,JSW Energy Ltd.,236,8.1,1911.6
9,22,2,19,1,0,7,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,498,8.5,4233
11,22,2,12,1,0,9,Chennai,Sunil Hitech Eng,589,8.8,5183.2
22,23,1,5,1,0,1,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,597,8.3,4955.1
11,23,0,17,1,0,4,Ahmedabad,JSW Energy Ltd.,521,7.9,4115.9
16,23,0,19,1,0,8,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,585,8.1,4738.5
11,22,3,14,1,0,6,Hyderabad,Sterlite Power Transmission Ltd,528,8.4,4435.2
12,23,2,18,12,0,8,Shimla,Orient Green,746,7.7,5744.2
19,23,0,5,1,0,12,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,427,8.3,3544.1
8,18,3,18,1,0,8,Dahej,Indowind Energy,565,7.6,4294
14,23,0,6,1,0,10,Ratnagiri,Tata Power Company Ltd.,488,7.4,3611.2
20,22,0,17,1,0,7,New Delhi,Adani Power Ltd.,670,8.5,5695
12,23,3,19,12,0,8,Noida,Jaiprakash Power,646,8.2,5297.2
20,22,1,5,12,0,2,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",528,8.4,4435.2
18,22,2,6,1,0,12,Ahmedabad,Indowind Energy,423,7.9,3341.7
19,22,2,21,12,0,3,Shimla,TransRail Lighting,829,7.7,6383.3
16,23,2,3,12,0,4,Faridabad,Adani Power Ltd.,546,8.1,4422.6
23,22,1,8,12,0,10,Hyderabad,Torrent Power Ltd.,753,8.4,6325.2
6,20,1,6,1,0,5,Nagpur,Tata Power Company Ltd.,256,8.9,2278.4
17,22,1,20,1,0,9,Dahej,TransRail Lighting,568,7.6,4316.8
6,19,2,9,7,0,5,Shimla,Sterlite Power Transmission Ltd,453,7.7,3488.1
21,23,0,13,1,0,8,Ahmedabad,Reliance Power,609,7.9,4811.1
17,22,2,8,1,0,2,Vadodara,L&T Transmission & Distribution,362,7.8,2823.6
20,23,3,6,1,0,3,Navi Mumbai,Indowind Energy,545,9.3,5068.5
9,17,3,9,1,0,6,Navi Mumbai,NTPC Pvt. Ltd.,389,9.3,3617.7
11,22,0,14,1,0,11,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,549,8.3,4556.7
5,18,3,14,1,0,5,Hyderabad,JSW Energy Ltd.,383,8.4,3217.2
21,23,1,12,1,0,9,New Delhi,Reliance Energy,438,8.5,3723
6,22,1,16,1,0,8,Navi Mumbai,Torrent Power Ltd.,437,9.3,4064.1
5,17,2,21,1,0,3,Navi Mumbai,Sunil Hitech Eng,455,9.3,4231.5
8,17,3,6,1,0,7,Shimla,Jaiprakash Power,268,7.7,2063.6
12,22,1,7,1,0,2,Navi Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",474,9.3,4408.2
22,23,2,7,1,0,12,Mumbai,Orient Green,676,9.2,6219.2
5,18,0,20,1,0,1,Mumbai,CESC,488,9.2,4489.6
7,18,3,9,7,0,4,Mumbai,NTPC Pvt. Ltd.,480,9.2,4416
20,23,1,5,12,0,1,Ratnagiri,TransRail Lighting,465,7.4,3441
7,18,2,13,1,0,1,Ahmedabad,Kalpataru Power,444,7.9,3507.6
9,23,0,5,1,0,2,Dahej,NHPC,399,7.6,3032.4
5,22,2,19,1,0,1,Nagpur,Power Grid Corp,651,8.9,5793.9
7,21,3,19,7,0,1,Shimla,Optibelt Power Transmission India Private Limited,658,7.7,5066.6
11,23,0,22,1,0,2,Kolkata,NTPC Pvt. Ltd.,508,8.7,4419.6
5,21,1,17,1,0,8,Ratnagiri,JSW Energy Ltd.,507,7.4,3751.8
5,18,3,18,7,0,12,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),535,7.4,3959
11,22,3,18,1,0,11,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),443,9.2,4075.6
8,21,0,4,7,0,9,Ahmedabad,NHPC,413,7.9,3262.7
17,23,1,3,1,0,9,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,316,9.2,2907.2
16,22,2,21,12,0,7,Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",814,9.2,7488.8
22,22,2,6,1,0,8,Pune,Orient Green,540,9.1,4914
15,22,3,6,1,0,11,Shimla,Neueon Towers / Sujana Towers Ltd.,553,7.7,4258.1
23,22,0,21,1,0,4,Ratnagiri,Kalpataru Power,603,7.4,4462.2
6,20,1,20,7,0,4,Hyderabad,Reliance Energy,584,8.4,4905.6
17,23,1,6,1,0,4,Gurgaon,Unitech Power Transmission Ltd.,371,8.3,3079.3
8,19,2,20,1,0,6,Noida,Sunil Hitech Eng,385,8.2,3157
20,23,3,19,1,0,11,Gurgaon,Indowind Energy,569,8.3,4722.7
20,22,2,4,1,0,6,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,361,7.9,2851.9
14,22,1,4,12,0,1,Shimla,Unitech Power Transmission Ltd.,453,7.7,3488.1
15,23,0,19,1,0,6,Pune,SJVN Ltd.,556,9.1,5059.6
7,17,2,16,7,0,5,Nagpur,KEC International,489,8.9,4352.1
12,22,2,17,1,0,6,Ahmedabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,474,7.9,3744.6
23,22,1,6,1,0,11,Chennai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),524,8.8,4611.2
18,22,1,19,1,0,11,Mumbai,TransRail Lighting,476,9.2,4379.2
6,20,1,15,7,0,1,Ahmedabad,Jaiprakash Power,454,7.9,3586.6
15,23,2,3,1,0,8,Noida,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),480,8.2,3936
9,20,3,9,1,0,3,Navi Mumbai,Adani Power Ltd.,588,9.3,5468.4
6,19,2,10,1,0,9,Hyderabad,Reliance Power,475,8.4,3990
11,22,3,17,1,0,3,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,711,8.3,5901.3
16,23,2,13,12,0,4,Faridabad,Power Grid Corp,556,8.1,4503.6
15,23,2,10,1,0,8,Shimla,NTPC Pvt. Ltd.,414,7.7,3187.8
23,22,2,3,1,0,5,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,524,7.9,4139.6
5,19,1,6,7,0,3,Ratnagiri,Kalpataru Power,403,7.4,2982.2
20,23,3,20,12,0,3,Vadodara,JSW Energy Ltd.,754,7.8,5881.2
22,23,2,15,1,0,10,Pune,NLC India,612,9.1,5569.2
22,22,0,9,1,0,9,Kolkata,Tata Power Company Ltd.,574,8.7,4993.8
18,22,0,16,1,0,6,Ahmedabad,L&T Transmission & Distribution,501,7.9,3957.9
19,22,3,9,1,0,4,Noida,Sunil Hitech Eng,527,8.2,4321.4
19,22,3,15,1,0,9,New Delhi,SJVN Ltd.,661,8.5,5618.5
9,17,0,16,1,0,10,Navi Mumbai,Kalpataru Power,313,9.3,2910.9
5,17,1,4,7,0,6,Nagpur,GE T&D India Limited,211,8.9,1877.9
14,22,2,7,1,0,2,Kolkata,Adani Power Ltd.,465,8.7,4045.5
6,17,1,5,7,0,1,Ratnagiri,L&T Transmission & Distribution,364,7.4,2693.6
12,23,0,12,1,0,2,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),396,7.4,2930.4
23,23,3,5,1,0,8,Chennai,NTPC Pvt. Ltd.,606,8.8,5332.8
19,22,0,17,1,0,7,Shimla,Sterlite Power Transmission Ltd,464,7.7,3572.8
11,22,0,17,1,0,2,Nagpur,NHPC,386,8.9,3435.4
16,22,3,4,1,0,3,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",492,8.4,4132.8
7,20,3,3,1,0,10,Shimla,Jaiprakash Power,404,7.7,3110.8
5,18,0,20,1,0,5,Chennai,Guj Ind Power,419,8.8,3687.2
20,23,1,9,12,0,1,Hyderabad,Adani Power Ltd.,712,8.4,5980.8
21,23,3,4,1,0,6,New Delhi,Kalpataru Power,490,8.5,4165
20,23,3,16,1,0,4,Ratnagiri,Reliance Power,648,7.4,4795.2
9,21,0,3,1,0,1,Kolkata,Guj Ind Power,314,8.7,2731.8
23,23,1,10,1,0,12,New Delhi,Orient Green,659,8.5,5601.5
14,22,2,6,1,0,11,Pune,Optibelt Power Transmission India Private Limited,320,9.1,2912
23,23,3,10,1,0,11,Gurgaon,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",530,8.3,4399
21,23,1,7,1,0,7,Nagpur,Optibelt Power Transmission India Private Limited,451,8.9,4013.9
17,22,0,7,12,0,10,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,618,7.7,4758.6
5,17,2,12,1,0,10,Ahmedabad,Orient Green,494,7.9,3902.6
10,17,2,16,1,0,5,Faridabad,L&T Transmission & Distribution,479,8.1,3879.9
13,22,2,20,1,0,9,Nagpur,NHPC,680,8.9,6052
9,20,2,11,7,0,9,Shimla,Unitech Power Transmission Ltd.,607,7.7,4673.9
16,22,2,4,12,0,1,Navi Mumbai,Unitech Power Transmission Ltd.,579,9.3,5384.7
14,22,1,10,12,0,4,Gurgaon,CESC,423,8.3,3510.9
20,23,3,7,1,0,4,Ahmedabad,Reliance Power,478,7.9,3776.2
21,23,3,7,1,0,8,Noida,Power Grid Corp,483,8.2,3960.6
8,17,0,15,1,0,2,Nagpur,Orient Green,415,8.9,3693.5
18,23,2,14,1,0,4,Pune,Unitech Power Transmission Ltd.,660,9.1,6006
17,23,1,14,1,0,4,Shimla,Kalpataru Power,388,7.7,2987.6
21,23,0,7,1,0,2,Faridabad,NHPC,471,8.1,3815.1
10,21,3,3,1,0,11,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,288,7.4,2131.2
14,22,3,20,12,0,11,Kolkata,GE T&D India Limited,752,8.7,6542.4
9,23,3,5,1,0,6,Navi Mumbai,GE T&D India Limited,386,9.3,3589.8
8,17,0,14,1,0,6,Navi Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",335,9.3,3115.5
8,17,1,20,7,0,10,Faridabad,Sunil Hitech Eng,634,8.1,5135.4
22,22,1,4,1,0,10,Vadodara,Optibelt Power Transmission India Private Limited,516,7.8,4024.8
22,23,2,3,1,0,1,Shimla,Sunil Hitech Eng,524,7.7,4034.8
14,22,2,7,1,0,7,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",606,8.9,5393.4
15,23,1,12,1,0,8,Gurgaon,Sterlite Power Transmission Ltd,606,8.3,5029.8
18,23,2,16,1,0,5,Mumbai,Sunil Hitech Eng,621,9.2,5713.2
23,22,0,7,1,0,5,Nagpur,Unitech Power Transmission Ltd.,469,8.9,4174.1
20,22,3,6,1,0,1,Gurgaon,NHPC,587,8.3,4872.1
5,23,3,22,1,0,2,Ratnagiri,Jaiprakash Power,522,7.4,3862.8
12,23,3,4,12,0,5,Mumbai,TransRail Lighting,662,9.2,6090.4
11,22,1,13,1,0,12,Hyderabad,NLC India,585,8.4,4914
9,17,2,4,1,0,5,Kolkata,Kalpataru Power,403,8.7,3506.1
19,22,3,19,1,0,9,New Delhi,NHPC,736,8.5,6256
13,22,0,22,1,0,5,Ratnagiri,Kalpataru Power,582,7.4,4306.8
18,23,3,19,1,0,9,Navi Mumbai,KEC International,582,9.3,5412.6
6,20,1,16,1,0,9,Nagpur,Reliance Power,323,8.9,2874.7
23,22,3,4,1,0,1,Ratnagiri,Orient Green,410,7.4,3034
8,20,1,21,7,0,6,Hyderabad,Sterlite Power Transmission Ltd,644,8.4,5409.6
9,20,2,16,1,0,11,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,529,8.4,4443.6
21,23,3,12,1,0,2,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,478,8.4,4015.2
8,17,3,13,1,0,9,Shimla,Neueon Towers / Sujana Towers Ltd.,428,7.7,3295.6
21,23,1,3,12,0,2,Dahej,Reliance Power,495,7.6,3762
21,22,0,7,1,0,1,New Delhi,Optibelt Power Transmission India Private Limited,363,8.5,3085.5
12,22,1,7,1,0,11,Hyderabad,L&T Transmission & Distribution,490,8.4,4116
13,23,0,16,1,0,9,Ahmedabad,Torrent Power Ltd.,542,7.9,4281.8
8,21,0,4,1,0,11,Nagpur,CESC,448,8.9,3987.2
13,22,2,15,1,0,3,Hyderabad,Kalpataru Power,563,8.4,4729.2
16,22,3,8,1,0,8,Navi Mumbai,Jaiprakash Power,542,9.3,5040.6
20,23,2,19,1,0,8,Gurgaon,Sterlite Power Transmission Ltd,635,8.3,5270.5
7,19,0,17,7,0,9,Hyderabad,Adani Power Ltd.,556,8.4,4670.4
18,23,1,16,1,0,3,Kolkata,Neueon Towers / Sujana Towers Ltd.,463,8.7,4028.1
15,23,1,22,1,0,5,Chennai,KEC International,489,8.8,4303.2
5,20,1,3,7,0,4,Ratnagiri,JSW Energy Ltd.,239,7.4,1768.6
22,22,0,15,1,0,8,Ratnagiri,Reliance Energy,444,7.4,3285.6
18,23,3,16,1,0,4,Dahej,Adani Power Ltd.,670,7.6,5092
16,23,1,9,1,0,2,New Delhi,Optibelt Power Transmission India Private Limited,560,8.5,4760
12,23,2,14,1,0,8,Pune,Sunil Hitech Eng,471,9.1,4286.1
9,20,0,6,7,0,9,New Delhi,NHPC,258,8.5,2193
6,19,1,14,1,0,5,Vadodara,Sterlite Power Transmission Ltd,313,7.8,2441.4
21,22,3,4,1,0,1,Dahej,Sterlite Power Transmission Ltd,514,7.6,3906.4
19,22,0,9,1,0,12,Shimla,Orient Green,444,7.7,3418.8
7,19,3,13,1,0,6,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,482,7.4,3566.8
20,23,2,5,1,0,3,Vadodara,Ringfeder Power Transmission India Pvt. Ltd.,529,7.8,4126.2
22,22,3,11,1,0,10,Nagpur,Sterlite Power Transmission Ltd,726,8.9,6461.4
9,20,2,6,7,0,11,Shimla,Jaiprakash Power,343,7.7,2641.1
22,22,3,6,12,0,1,Chennai,Reliance Energy,680,8.8,5984
11,23,3,9,12,0,12,Nagpur,Kalpataru Power,610,8.9,5429
21,22,3,20,1,0,9,Ahmedabad,KEC International,522,7.9,4123.8
8,19,3,5,7,0,12,Hyderabad,Power Grid Corp,589,8.4,4947.6
17,23,2,8,12,0,9,Navi Mumbai,Kalpataru Power,598,9.3,5561.4
23,23,2,18,1,0,5,Vadodara,KEC International,706,7.8,5506.8
19,23,1,13,1,0,8,Gurgaon,Reliance Power,527,8.3,4374.1
23,22,2,22,1,0,7,Chennai,Reliance Energy,807,8.8,7101.6
18,23,3,19,1,0,6,Chennai,JSW Energy Ltd.,771,8.8,6784.8
22,22,1,4,1,0,12,Shimla,L&T Transmission & Distribution,497,7.7,3826.9
8,17,3,21,1,0,1,New Delhi,Adani Power Ltd.,386,8.5,3281
10,18,0,4,1,0,8,Chennai,Sunil Hitech Eng,231,8.8,2032.8
16,23,0,6,1,0,12,Shimla,Guj Ind Power,490,7.7,3773
7,19,2,17,1,0,2,Hyderabad,Unitech Power Transmission Ltd.,480,8.4,4032
22,23,2,8,1,0,4,Shimla,Orient Green,507,7.7,3903.9
17,22,1,6,1,0,8,Faridabad,Sunil Hitech Eng,504,8.1,4082.4
23,23,1,20,1,0,2,Mumbai,Jyoti Structure,590,9.2,5428
21,22,0,22,1,0,3,Shimla,Sterlite Power Transmission Ltd,487,7.7,3749.9
5,22,3,20,1,0,4,Hyderabad,NHPC,438,8.4,3679.2
22,22,1,16,1,0,1,Dahej,Sterlite Power Transmission Ltd,664,7.6,5046.4
16,22,1,11,1,0,3,Gurgaon,SJVN Ltd.,622,8.3,5162.6
19,22,0,20,12,0,9,Mumbai,Guj Ind Power,565,9.2,5198
11,22,2,19,1,0,11,Nagpur,Indowind Energy,420,8.9,3738
6,17,0,21,1,0,10,Gurgaon,CESC,527,8.3,4374.1
11,22,3,17,1,0,6,Ratnagiri,L&T Transmission & Distribution,481,7.4,3559.4
17,23,1,4,1,0,3,Navi Mumbai,NTPC Pvt. Ltd.,334,9.3,3106.2
20,22,1,4,1,0,10,Ratnagiri,Guj Ind Power,337,7.4,2493.8
5,18,3,13,1,0,10,Dahej,CESC,391,7.6,2971.6
20,23,2,21,12,0,4,Navi Mumbai,Unitech Power Transmission Ltd.,780,9.3,7254
17,22,0,15,1,0,5,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,525,8.5,4462.5
9,23,0,7,1,0,4,Mumbai,Guj Ind Power,284,9.2,2612.8
22,22,1,10,1,0,10,Faridabad,Neueon Towers / Sujana Towers Ltd.,551,8.1,4463.1
20,22,3,20,1,0,3,New Delhi,GE T&D India Limited,709,8.5,6026.5
16,23,0,21,1,0,8,Vadodara,Tata Power Company Ltd.,440,7.8,3432
8,20,1,7,7,0,6,New Delhi,KEC International,495,8.5,4207.5
20,23,1,20,1,0,6,Dahej,TransRail Lighting,494,7.6,3754.4
23,23,1,4,1,0,6,Vadodara,TransRail Lighting,426,7.8,3322.8
18,23,3,4,1,0,9,Pune,L&T Transmission & Distribution,413,9.1,3758.3
12,22,1,5,12,0,9,Hyderabad,Sunil Hitech Eng,389,8.4,3267.6
18,22,0,10,1,0,11,Navi Mumbai,L&T Transmission & Distribution,462,9.3,4296.6
21,23,1,9,1,0,9,Kolkata,TransRail Lighting,441,8.7,3836.7
14,22,1,14,1,0,4,Faridabad,NHPC,442,8.1,3580.2
18,22,2,17,12,0,2,Kolkata,Jaiprakash Power,535,8.7,4654.5
10,19,0,11,1,0,1,Ratnagiri,NTPC Pvt. Ltd.,284,7.4,2101.6
17,22,0,8,1,0,3,Vadodara,Torrent Power Ltd.,445,7.8,3471
8,18,0,21,1,0,8,Shimla,Power Grid Corp,489,7.7,3765.3
19,22,0,16,12,0,6,Pune,Indowind Energy,687,9.1,6251.7
18,22,1,22,1,0,8,Dahej,Neueon Towers / Sujana Towers Ltd.,490,7.6,3724
14,23,0,9,12,0,4,Hyderabad,Adani Power Ltd.,458,8.4,3847.2
15,22,2,11,12,0,1,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,626,9.3,5821.8
18,23,0,13,1,0,6,Mumbai,Tata Power Company Ltd.,458,9.2,4213.6
15,22,1,21,1,0,10,Pune,Orient Green,553,9.1,5032.3
6,18,0,18,1,0,11,Shimla,JSW Energy Ltd.,489,7.7,3765.3
18,22,3,7,1,0,11,Faridabad,Orient Green,602,8.1,4876.2
10,19,1,16,1,0,11,Faridabad,Optibelt Power Transmission India Private Limited,397,8.1,3215.7
22,23,3,8,1,0,6,Vadodara,Jyoti Structure,433,7.8,3377.4
18,23,2,13,12,0,3,Noida,Power Grid Corp,704,8.2,5772.8
17,23,0,14,1,0,4,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),458,8.5,3893
16,22,0,7,1,0,3,Mumbai,NTPC Pvt. Ltd.,422,9.2,3882.4
9,22,0,5,7,0,6,Ahmedabad,SJVN Ltd.,365,7.9,2883.5
23,22,0,9,12,0,12,Navi Mumbai,JSW Energy Ltd.,569,9.3,5291.7
23,22,3,6,1,0,2,Pune,Power Grid Corp,431,9.1,3922.1
12,23,1,12,12,0,4,Nagpur,SJVN Ltd.,589,8.9,5242.1
12,23,2,19,1,0,6,Vadodara,Kalpataru Power,611,7.8,4765.8
19,22,3,8,1,0,4,Dahej,GE T&D India Limited,409,7.6,3108.4
14,23,2,7,1,0,12,Ratnagiri,NTPC Pvt. Ltd.,584,7.4,4321.6
14,22,0,19,12,0,2,Chennai,JSW Energy Ltd.,468,8.8,4118.4
21,22,2,13,1,0,6,Chennai,NTPC Pvt. Ltd.,516,8.8,4540.8
11,22,1,12,1,0,12,Gurgaon,GE T&D India Limited,563,8.3,4672.9
10,21,0,20,1,0,3,Noida,Kalpataru Power,425,8.2,3485
6,19,0,9,1,0,11,Ratnagiri,TransRail Lighting,370,7.4,2738
5,18,1,10,1,0,5,Nagpur,NHPC,346,8.9,3079.4
20,23,2,5,1,0,7,Pune,Kalpataru Power,451,9.1,4104.1
17,23,0,22,1,0,4,Noida,GE T&D India Limited,636,8.2,5215.2
21,22,0,5,1,0,10,Vadodara,Guj Ind Power,545,7.8,4251
11,23,0,21,1,0,3,Hyderabad,Neueon Towers / Sujana Towers Ltd.,511,8.4,4292.4
5,18,0,19,1,0,1,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,411,8.3,3411.3
6,23,1,16,1,0,1,Dahej,SJVN Ltd.,594,7.6,4514.4
22,22,2,11,1,0,11,Kolkata,Ringfeder Power Transmission India Pvt. Ltd.,600,8.7,5220
10,21,1,8,1,0,2,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),462,9.1,4204.2
10,21,2,6,1,0,3,Vadodara,TransRail Lighting,374,7.8,2917.2
7,20,1,13,1,0,6,Kolkata,Optibelt Power Transmission India Private Limited,412,8.7,3584.4
8,22,0,19,7,0,10,Vadodara,Sunil Hitech Eng,508,7.8,3962.4
23,22,2,17,1,0,11,Hyderabad,Sunil Hitech Eng,497,8.4,4174.8
22,22,1,15,1,0,5,Vadodara,Optibelt Power Transmission India Private Limited,633,7.8,4937.4
10,22,3,21,1,0,10,Vadodara,JSW Energy Ltd.,479,7.8,3736.2
18,22,1,21,12,0,11,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",757,8.9,6737.3
19,23,0,14,1,0,1,Dahej,Neueon Towers / Sujana Towers Ltd.,422,7.6,3207.2
21,22,0,4,1,0,7,Chennai,CESC,452,8.8,3977.6
5,17,2,22,1,0,7,Chennai,Tata Power Company Ltd.,574,8.8,5051.2
13,22,2,16,1,0,12,Faridabad,TransRail Lighting,545,8.1,4414.5
23,22,1,15,1,0,2,Mumbai,Adani Power Ltd.,536,9.2,4931.2
21,22,3,17,1,0,11,Shimla,Indowind Energy,512,7.7,3942.4
15,22,2,22,1,0,5,Mumbai,Kalpataru Power,634,9.2,5832.8
7,21,2,3,1,0,1,Faridabad,Unitech Power Transmission Ltd.,428,8.1,3466.8
8,22,1,13,1,0,7,Noida,Orient Green,434,8.2,3558.8
23,22,0,7,1,0,12,Kolkata,Unitech Power Transmission Ltd.,575,8.7,5002.5
19,23,1,4,1,0,11,Mumbai,JSW Energy Ltd.,396,9.2,3643.2
9,20,2,3,1,0,9,Nagpur,NTPC Pvt. Ltd.,414,8.9,3684.6
8,18,3,16,7,0,10,Faridabad,NTPC Pvt. Ltd.,444,8.1,3596.4
13,22,2,9,12,0,7,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,534,9.2,4912.8
20,22,3,3,1,0,6,Hyderabad,Unitech Power Transmission Ltd.,566,8.4,4754.4
20,23,2,13,1,0,6,Ratnagiri,Indowind Energy,445,7.4,3293
9,22,3,5,1,0,1,Faridabad,NTPC Pvt. Ltd.,401,8.1,3248.1
7,22,1,4,1,0,4,Mumbai,Tata Power Company Ltd.,459,9.2,4222.8
12,23,1,7,12,0,2,Dahej,Power Grid Corp,587,7.6,4461.2
13,22,3,4,1,0,2,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,507,7.7,3903.9
14,22,3,15,1,0,4,Ratnagiri,Ringfeder Power Transmission India Pvt. Ltd.,688,7.4,5091.2
10,22,0,4,1,0,11,Pune,KEC International,332,9.1,3021.2
16,22,1,21,12,0,9,New Delhi,KEC International,730,8.5,6205
15,23,2,10,12,0,7,Dahej,KEC International,557,7.6,4233.2
6,23,2,3,1,0,7,Gurgaon,Orient Green,316,8.3,2622.8
21,22,3,4,12,0,6,Ratnagiri,KEC International,673,7.4,4980.2
